1,-0.085456,-0.11598,-0.03052,0.10072,-0.027468,-0.073248,0.039676,-0.035098,-0.073248,-0.09156,-0.088508,-0.074774
2,-0.085456,-0.11445,-0.028994,0.10072,-0.028994,-0.071722,0.03815,-0.035098,-0.074774,-0.09156,-0.088508,-0.074774
3,-0.085456,-0.11292,-0.027468,0.09919,-0.028994,-0.070196,0.03815,-0.036624,-0.074774,-0.093086,-0.088508,-0.0763
4,-0.086982,-0.11292,-0.025942,0.09919,-0.03052,-0.06867,0.03815,-0.036624,-0.074774,-0.093086,-0.088508,-0.0763
5,-0.086982,-0.11292,-0.025942,0.09919,-0.03052,-0.070196,0.03815,-0.036624,-0.074774,-0.093086,-0.088508,-0.0763
6,-0.086982,-0.11445,-0.027468,0.10072,-0.03052,-0.070196,0.03815,-0.036624,-0.074774,-0.093086,-0.088508,-0.0763
7,-0.086982,-0.11598,-0.028994,0.10072,-0.028994,-0.073248,0.039676,-0.035098,-0.073248,-0.09156,-0.086982,-0.0763
8,-0.086982,-0.1175,-0.032046,0.10224,-0.027468,-0.074774,0.039676,-0.035098,-0.071722,-0.09156,-0.086982,-0.074774
9,-0.086982,-0.11903,-0.033572,0.10224,-0.027468,-0.0763,0.041202,-0.033572,-0.071722,-0.090034,-0.085456,-0.073248
10,-0.085456,-0.11903,-0.033572,0.10224,-0.025942,-0.0763,0.041202,-0.033572,-0.071722,-0.090034,-0.085456,-0.073248
11,-0.085456,-0.1175,-0.032046,0.10224,-0.027468,-0.074774,0.041202,-0.033572,-0.070196,-0.090034,-0.085456,-0.073248
12,-0.085456,-0.11598,-0.03052,0.10072,-0.027468,-0.073248,0.041202,-0.035098,-0.071722,-0.090034,-0.085456,-0.074774
13,-0.085456,-0.11292,-0.027468,0.09919,-0.028994,-0.070196,0.041202,-0.035098,-0.071722,-0.090034,-0.085456,-0.074774
14,-0.085456,-0.1114,-0.025942,0.09919,-0.03052,-0.06867,0.041202,-0.035098,-0.071722,-0.090034,-0.085456,-0.074774
15,-0.085456,-0.10987,-0.024416,0.097664,-0.03052,-0.067144,0.041202,-0.035098,-0.070196,-0.090034,-0.085456,-0.074774
16,-0.085456,-0.1114,-0.024416,0.097664,-0.03052,-0.06867,0.041202,-0.033572,-0.070196,-0.090034,-0.08393,-0.073248
