72,0.21085,0.81768,0.60637,-0.51377,-0.1972,0.71201,-0.77004,-0.5949,0.3434,0.61908,0.64673,0.62067
73,0.20011,0.7972,0.59667,-0.49815,-0.1977,0.69684,-0.79579,-0.65588,0.26647,0.56562,0.612,0.59737
74,0.18864,0.77226,0.58324,-0.47996,-0.19669,0.67758,-0.81542,-0.70956,0.19081,0.51026,0.57427,0.57084
75,0.17669,0.74329,0.56624,-0.45952,-0.19416,0.65453,-0.82879,-0.75527,0.11757,0.45386,0.53415,0.54152
76,0.16445,0.71074,0.54594,-0.43716,-0.19013,0.62806,-0.83586,-0.79252,0.047808,0.39729,0.49227,0.50987
77,0.15212,0.67515,0.52269,-0.41326,-0.18467,0.59861,-0.83667,-0.82099,-0.017534,0.34137,0.44929,0.47642
78,0.13987,0.63707,0.49685,-0.38815,-0.17789,0.56664,-0.83134,-0.84059,-0.077657,0.28686,0.40583,0.44166
79,0.12784,0.59707,0.46887,-0.36221,-0.16993,0.53266,-0.82007,-0.85137,-0.13192,0.23445,0.36251,0.40612
80,0.11614,0.55573,0.43922,-0.33577,-0.16097,0.49719,-0.80319,-0.8536,-0.17985,0.18473,0.31988,0.37028
81,0.10487,0.51361,0.40837,-0.30916,-0.15119,0.46074,-0.7811,-0.84768,-0.22113,0.1382,0.27843,0.33457
82,0.094077,0.47125,0.3768,-0.28268,-0.1408,0.42382,-0.75435,-0.83418,-0.25565,0.095243,0.23861,0.29939
83,0.08382,0.42916,0.34497,-0.2566,-0.13002,0.38691,-0.72352,-0.81378,-0.28343,0.056116,0.20076,0.26508
84,0.074116,0.3878,0.31333,-0.23117,-0.11904,0.35047,-0.68928,-0.78727,-0.30465,0.020985,0.16517,0.23194
85,0.064968,0.3476,0.2823,-0.20659,-0.10809,0.31491,-0.65231,-0.75551,-0.31963,-0.010088,0.13207,0.20023
86,0.056356,0.30892,0.25226,-0.18304,-0.097359,0.2806,-0.61326,-0.71942,-0.32883,-0.037134,0.1016,0.17017
87,0.048242,0.27206,0.22358,-0.16064,-0.087052,0.24787,-0.57276,-0.67995,-0.33277,-0.060266,0.073857,0.14193
88,0.040578,0.23729,0.19653,-0.1395,-0.077342,0.21699,-0.53138,-0.63801,-0.33207,-0.079667,0.048871,0.11565
89,0.033306,0.20478,0.17136,-0.11967,-0.068378,0.18816,-0.48965,-0.5945,-0.32739,-0.095588,0.02661,0.09141
90,0.026369,0.17465,0.14826,-0.10118,-0.060283,0.16154,-0.44806,-0.55029,-0.31943,-0.10833,0.0069831,0.069241
91,0.019715,0.14696,0.12732,-0.084038,-0.053139,0.13722,-0.40708,-0.50613,-0.30886,-0.11822,-0.010148,0.049118
92,0.013299,0.12172,0.10858,-0.06822,-0.046994,0.1152,-0.36716,-0.46274,-0.29636,-0.12564,-0.024964,0.030969
93,0.0070897,0.09888,0.092044,-0.053688,-0.041857,0.095482,-0.32871,-0.42071,-0.28255,-0.13095,-0.037675,0.014687
94,0.0010649,0.078362,0.077633,-0.040391,-0.037709,0.077978,-0.2921,-0.38054,-0.26802,-0.13451,-0.048504,0.00014409
95,-0.004789,0.060051,0.065244,-0.028269,-0.034504,0.062585,-0.25761,-0.34264,-0.25327,-0.13668,-0.057679,-0.012797
96,-0.01048,0.043809,0.054745,-0.017253,-0.032177,0.049173,-0.22546,-0.3073,-0.23876,-0.13777,-0.06542,-0.024268
97,-0.01601,0.029482,0.045979,-0.0072665,-0.03065,0.037589,-0.19574,-0.27475,-0.22483,-0.13807,-0.071938,-0.034396
98,-0.02138,0.016903,0.038777,0.0017701,-0.029833,0.027666,-0.16849,-0.24507,-0.21178,-0.13781,-0.077424,-0.0433
99,-0.026586,0.0058975,0.032957,0.0099386,-0.029628,0.019226,-0.14367,-0.21831,-0.19981,-0.13721,-0.082058,-0.0511
100,-0.031617,-0.0037158,0.028331,0.017321,-0.029931,0.012085,-0.12121,-0.19442,-0.18907,-0.13644,-0.086005,-0.057918
101,-0.036458,-0.012116,0.024705,0.023996,-0.030632,0.0060539,-0.10101,-0.17328,-0.17962,-0.13563,-0.089414,-0.06388
102,-0.04109,-0.019479,0.021891,0.030039,-0.031621,0.00094903,-0.082989,-0.15475,-0.17146,-0.13491,-0.09242,-0.069116
103,-0.045489,-0.025967,0.019706,0.035519,-0.032794,-0.0034041,-0.067046,-0.13862,-0.16456,-0.13434,-0.095136,-0.073747
104,-0.049634,-0.031729,0.017989,0.040497,-0.034055,-0.0071633,-0.053085,-0.12469,-0.15884,-0.13398,-0.097653,-0.077882
105,-0.053508,-0.036896,0.016599,0.04503,-0.035326,-0.010464,-0.040982,-0.11273,-0.15419,-0.13384,-0.10003,-0.081608
106,-0.057103,-0.041579,0.015427,0.04917,-0.036548,-0.013418,-0.030577,-0.1025,-0.15049,-0.13392,-0.10232,-0.084985
107,-0.060419,-0.04587,0.014389,0.052967,-0.03768,-0.016112,-0.021674,-0.093777,-0.14761,-0.1342,-0.10452,-0.088051
108,-0.063468,-0.049846,0.013425,0.056465,-0.038702,-0.018611,-0.01405,-0.086349,-0.14541,-0.13464,-0.10665,-0.090829
109,-0.066267,-0.053567,0.012495,0.059707,-0.039606,-0.020964,-0.0074756,-0.080008,-0.14377,-0.13519,-0.10869,-0.093334
110,-0.068836,-0.057082,0.011571,0.062732,-0.040392,-0.023208,-0.0017376,-0.074565,-0.14256,-0.13583,-0.11064,-0.095589
111,-0.071194,-0.06043,0.01063,0.065572,-0.041062,-0.02537,0.0033375,-0.069848,-0.14166,-0.1365,-0.11249,-0.097621
